"Npop2","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31","Npop32","Npop33","Npop34","Npop35","Npop36","Npop37","Npop38","Npop39","Npop40","Npop41","Npop42","Npop43","Npop44","Npop45","Npop46","Npop47","Npop48"
0.5,0.5,0.551724137931034,0.568965517241379,0.568965517241379,0.586206896551724,0.637931034482759,0.568965517241379,0.637931034482759,0.620689655172414,0.672413793103448,0.637931034482759,0.620689655172414,0.741379310344828,0.741379310344828,0.724137931034483,0.689655172413793,0.689655172413793,0.655172413793103,0.724137931034483,0.689655172413793,0.741379310344828,0.689655172413793,0.724137931034483,0.775862068965517,0.724137931034483,0.706896551724138,0.810344827586207,0.844827586206897,0.758620689655172,0.844827586206897,0.775862068965517,0.844827586206897,0.827586206896552,0.827586206896552,0.775862068965517,0.758620689655172,0.775862068965517,0.844827586206897,0.827586206896552,0.724137931034483,0.827586206896552,0.879310344827586,0.810344827586207,0.758620689655172,0.775862068965517
0.53448275862069,0.5,0.551724137931034,0.53448275862069,0.620689655172414,0.603448275862069,0.620689655172414,0.586206896551724,0.603448275862069,0.53448275862069,0.689655172413793,0.672413793103448,0.655172413793103,0.758620689655172,0.672413793103448,0.655172413793103,0.724137931034483,0.758620689655172,0.655172413793103,0.724137931034483,0.706896551724138,0.706896551724138,0.758620689655172,0.706896551724138,0.758620689655172,0.758620689655172,0.775862068965517,0.706896551724138,0.810344827586207,0.793103448275862,0.775862068965517,0.775862068965517,0.844827586206897,0.810344827586207,0.775862068965517,0.827586206896552,0.758620689655172,0.741379310344828,0.793103448275862,0.827586206896552,0.810344827586207,0.879310344827586,0.810344827586207,0.948275862068966,0.793103448275862,0.879310344827586
0.46551724137931,0.551724137931034,0.517241379310345,0.551724137931034,0.568965517241379,0.517241379310345,0.655172413793103,0.586206896551724,0.620689655172414,0.758620689655172,0.637931034482759,0.706896551724138,0.689655172413793,0.689655172413793,0.620689655172414,0.706896551724138,0.672413793103448,0.655172413793103,0.775862068965517,0.706896551724138,0.672413793103448,0.758620689655172,0.706896551724138,0.655172413793103,0.775862068965517,0.706896551724138,0.775862068965517,0.827586206896552,0.879310344827586,0.724137931034483,0.862068965517241,0.775862068965517,0.758620689655172,0.724137931034483,0.862068965517241,0.896551724137931,0.775862068965517,0.775862068965517,0.827586206896552,0.827586206896552,0.844827586206897,0.793103448275862,0.775862068965517,0.862068965517241,0.810344827586207,0.896551724137931
0.5,0.551724137931034,0.551724137931034,0.568965517241379,0.53448275862069,0.53448275862069,0.568965517241379,0.603448275862069,0.637931034482759,0.706896551724138,0.603448275862069,0.724137931034483,0.741379310344828,0.620689655172414,0.672413793103448,0.741379310344828,0.672413793103448,0.655172413793103,0.775862068965517,0.689655172413793,0.758620689655172,0.758620689655172,0.655172413793103,0.793103448275862,0.706896551724138,0.689655172413793,0.741379310344828,0.724137931034483,0.810344827586207,0.758620689655172,0.793103448275862,0.810344827586207,0.758620689655172,0.706896551724138,0.827586206896552,0.724137931034483,0.844827586206897,0.827586206896552,0.793103448275862,0.741379310344828,0.844827586206897,0.793103448275862,0.862068965517241,0.827586206896552,0.793103448275862,0.827586206896552
0.46551724137931,0.568965517241379,0.53448275862069,0.568965517241379,0.586206896551724,0.53448275862069,0.586206896551724,0.603448275862069,0.603448275862069,0.689655172413793,0.672413793103448,0.586206896551724,0.672413793103448,0.637931034482759,0.655172413793103,0.689655172413793,0.655172413793103,0.793103448275862,0.655172413793103,0.689655172413793,0.724137931034483,0.689655172413793,0.724137931034483,0.655172413793103,0.724137931034483,0.758620689655172,0.793103448275862,0.672413793103448,0.758620689655172,0.810344827586207,0.844827586206897,0.793103448275862,0.775862068965517,0.827586206896552,0.879310344827586,0.758620689655172,0.793103448275862,0.724137931034483,0.879310344827586,0.810344827586207,0.793103448275862,0.844827586206897,0.793103448275862,0.758620689655172,0.844827586206897,0.827586206896552
0.53448275862069,0.53448275862069,0.551724137931034,0.551724137931034,0.603448275862069,0.568965517241379,0.568965517241379,0.655172413793103,0.603448275862069,0.603448275862069,0.655172413793103,0.655172413793103,0.620689655172414,0.620689655172414,0.603448275862069,0.741379310344828,0.724137931034483,0.620689655172414,0.758620689655172,0.724137931034483,0.827586206896552,0.689655172413793,0.620689655172414,0.706896551724138,0.793103448275862,0.741379310344828,0.655172413793103,0.793103448275862,0.724137931034483,0.706896551724138,0.775862068965517,0.775862068965517,0.775862068965517,0.775862068965517,0.827586206896552,0.758620689655172,0.810344827586207,0.862068965517241,0.758620689655172,0.741379310344828,0.793103448275862,0.896551724137931,0.775862068965517,0.827586206896552,0.741379310344828,0.827586206896552
0.46551724137931,0.568965517241379,0.5,0.568965517241379,0.568965517241379,0.603448275862069,0.620689655172414,0.603448275862069,0.620689655172414,0.637931034482759,0.620689655172414,0.689655172413793,0.724137931034483,0.741379310344828,0.741379310344828,0.637931034482759,0.689655172413793,0.655172413793103,0.775862068965517,0.741379310344828,0.775862068965517,0.758620689655172,0.793103448275862,0.758620689655172,0.741379310344828,0.741379310344828,0.741379310344828,0.810344827586207,0.810344827586207,0.844827586206897,0.793103448275862,0.827586206896552,0.775862068965517,0.758620689655172,0.810344827586207,0.793103448275862,0.758620689655172,0.758620689655172,0.827586206896552,0.758620689655172,0.879310344827586,0.793103448275862,0.879310344827586,0.827586206896552,0.879310344827586,0.879310344827586
0.482758620689655,0.53448275862069,0.568965517241379,0.53448275862069,0.551724137931034,0.620689655172414,0.620689655172414,0.637931034482759,0.672413793103448,0.603448275862069,0.741379310344828,0.724137931034483,0.689655172413793,0.706896551724138,0.741379310344828,0.655172413793103,0.655172413793103,0.724137931034483,0.672413793103448,0.689655172413793,0.706896551724138,0.758620689655172,0.775862068965517,0.706896551724138,0.775862068965517,0.689655172413793,0.741379310344828,0.724137931034483,0.775862068965517,0.758620689655172,0.844827586206897,0.810344827586207,0.793103448275862,0.862068965517241,0.724137931034483,0.758620689655172,0.758620689655172,0.844827586206897,0.793103448275862,0.775862068965517,0.827586206896552,0.793103448275862,0.775862068965517,0.879310344827586,0.810344827586207,0.793103448275862
0.517241379310345,0.551724137931034,0.568965517241379,0.586206896551724,0.568965517241379,0.603448275862069,0.655172413793103,0.568965517241379,0.637931034482759,0.706896551724138,0.741379310344828,0.655172413793103,0.586206896551724,0.672413793103448,0.655172413793103,0.672413793103448,0.741379310344828,0.689655172413793,0.655172413793103,0.689655172413793,0.758620689655172,0.741379310344828,0.775862068965517,0.741379310344828,0.793103448275862,0.775862068965517,0.689655172413793,0.793103448275862,0.793103448275862,0.827586206896552,0.827586206896552,0.706896551724138,0.844827586206897,0.689655172413793,0.724137931034483,0.793103448275862,0.810344827586207,0.827586206896552,0.896551724137931,0.741379310344828,0.775862068965517,0.827586206896552,0.827586206896552,0.793103448275862,0.793103448275862,0.793103448275862
0.482758620689655,0.5,0.53448275862069,0.603448275862069,0.586206896551724,0.603448275862069,0.637931034482759,0.637931034482759,0.689655172413793,0.655172413793103,0.724137931034483,0.689655172413793,0.741379310344828,0.637931034482759,0.655172413793103,0.603448275862069,0.741379310344828,0.637931034482759,0.655172413793103,0.724137931034483,0.637931034482759,0.637931034482759,0.689655172413793,0.689655172413793,0.758620689655172,0.672413793103448,0.741379310344828,0.706896551724138,0.793103448275862,0.810344827586207,0.827586206896552,0.741379310344828,0.724137931034483,0.724137931034483,0.706896551724138,0.775862068965517,0.758620689655172,0.793103448275862,0.844827586206897,0.862068965517241,0.931034482758621,0.810344827586207,0.844827586206897,0.793103448275862,0.844827586206897,0.758620689655172
0.5,0.517241379310345,0.568965517241379,0.53448275862069,0.551724137931034,0.620689655172414,0.568965517241379,0.637931034482759,0.568965517241379,0.655172413793103,0.672413793103448,0.655172413793103,0.637931034482759,0.672413793103448,0.672413793103448,0.741379310344828,0.741379310344828,0.724137931034483,0.655172413793103,0.689655172413793,0.637931034482759,0.672413793103448,0.689655172413793,0.706896551724138,0.724137931034483,0.775862068965517,0.706896551724138,0.844827586206897,0.706896551724138,0.758620689655172,0.775862068965517,0.741379310344828,0.775862068965517,0.758620689655172,0.775862068965517,0.741379310344828,0.741379310344828,0.793103448275862,0.793103448275862,0.827586206896552,0.758620689655172,0.827586206896552,0.793103448275862,0.844827586206897,0.827586206896552,0.810344827586207
0.5,0.53448275862069,0.53448275862069,0.568965517241379,0.603448275862069,0.53448275862069,0.568965517241379,0.620689655172414,0.637931034482759,0.672413793103448,0.775862068965517,0.741379310344828,0.689655172413793,0.603448275862069,0.672413793103448,0.637931034482759,0.741379310344828,0.620689655172414,0.724137931034483,0.741379310344828,0.741379310344828,0.724137931034483,0.775862068965517,0.706896551724138,0.741379310344828,0.775862068965517,0.810344827586207,0.758620689655172,0.844827586206897,0.793103448275862,0.810344827586207,0.879310344827586,0.758620689655172,0.810344827586207,0.775862068965517,0.758620689655172,0.844827586206897,0.741379310344828,0.896551724137931,0.775862068965517,0.827586206896552,0.827586206896552,0.810344827586207,0.879310344827586,0.793103448275862,0.775862068965517
0.448275862068966,0.551724137931034,0.551724137931034,0.568965517241379,0.603448275862069,0.551724137931034,0.637931034482759,0.603448275862069,0.637931034482759,0.655172413793103,0.724137931034483,0.586206896551724,0.655172413793103,0.689655172413793,0.724137931034483,0.724137931034483,0.637931034482759,0.689655172413793,0.689655172413793,0.724137931034483,0.758620689655172,0.741379310344828,0.775862068965517,0.655172413793103,0.672413793103448,0.724137931034483,0.758620689655172,0.689655172413793,0.793103448275862,0.827586206896552,0.810344827586207,0.827586206896552,0.793103448275862,0.810344827586207,0.741379310344828,0.793103448275862,0.741379310344828,0.758620689655172,0.724137931034483,0.758620689655172,0.810344827586207,0.793103448275862,0.862068965517241,0.775862068965517,0.844827586206897,0.879310344827586
0.482758620689655,0.586206896551724,0.517241379310345,0.568965517241379,0.586206896551724,0.551724137931034,0.568965517241379,0.655172413793103,0.620689655172414,0.586206896551724,0.724137931034483,0.775862068965517,0.741379310344828,0.672413793103448,0.655172413793103,0.775862068965517,0.689655172413793,0.689655172413793,0.637931034482759,0.655172413793103,0.672413793103448,0.741379310344828,0.758620689655172,0.706896551724138,0.672413793103448,0.758620689655172,0.810344827586207,0.724137931034483,0.741379310344828,0.775862068965517,0.758620689655172,0.810344827586207,0.724137931034483,0.793103448275862,0.810344827586207,0.879310344827586,0.844827586206897,0.793103448275862,0.862068965517241,0.724137931034483,0.741379310344828,0.827586206896552,0.844827586206897,0.844827586206897,0.827586206896552,0.827586206896552
0.431034482758621,0.568965517241379,0.551724137931034,0.586206896551724,0.603448275862069,0.53448275862069,0.586206896551724,0.586206896551724,0.637931034482759,0.551724137931034,0.672413793103448,0.655172413793103,0.637931034482759,0.758620689655172,0.603448275862069,0.689655172413793,0.655172413793103,0.758620689655172,0.689655172413793,0.672413793103448,0.793103448275862,0.758620689655172,0.655172413793103,0.724137931034483,0.844827586206897,0.775862068965517,0.810344827586207,0.793103448275862,0.775862068965517,0.758620689655172,0.741379310344828,0.827586206896552,0.706896551724138,0.758620689655172,0.793103448275862,0.775862068965517,0.844827586206897,0.758620689655172,0.862068965517241,0.844827586206897,0.844827586206897,0.862068965517241,0.879310344827586,0.775862068965517,0.827586206896552,0.758620689655172
0.5,0.53448275862069,0.568965517241379,0.637931034482759,0.637931034482759,0.655172413793103,0.551724137931034,0.603448275862069,0.637931034482759,0.620689655172414,0.655172413793103,0.620689655172414,0.655172413793103,0.655172413793103,0.724137931034483,0.672413793103448,0.724137931034483,0.620689655172414,0.775862068965517,0.620689655172414,0.775862068965517,0.689655172413793,0.793103448275862,0.706896551724138,0.655172413793103,0.689655172413793,0.706896551724138,0.775862068965517,0.844827586206897,0.793103448275862,0.758620689655172,0.741379310344828,0.810344827586207,0.724137931034483,0.827586206896552,0.758620689655172,0.827586206896552,0.706896551724138,0.793103448275862,0.775862068965517,0.793103448275862,0.879310344827586,0.844827586206897,0.913793103448276,0.896551724137931,0.793103448275862
0.46551724137931,0.551724137931034,0.53448275862069,0.551724137931034,0.586206896551724,0.568965517241379,0.551724137931034,0.620689655172414,0.620689655172414,0.672413793103448,0.620689655172414,0.655172413793103,0.724137931034483,0.637931034482759,0.689655172413793,0.793103448275862,0.689655172413793,0.741379310344828,0.689655172413793,0.758620689655172,0.689655172413793,0.689655172413793,0.637931034482759,0.810344827586207,0.706896551724138,0.758620689655172,0.793103448275862,0.827586206896552,0.741379310344828,0.775862068965517,0.827586206896552,0.827586206896552,0.793103448275862,0.793103448275862,0.844827586206897,0.862068965517241,0.844827586206897,0.741379310344828,0.724137931034483,0.793103448275862,0.827586206896552,0.775862068965517,0.758620689655172,0.879310344827586,0.724137931034483,0.862068965517241
0.46551724137931,0.5,0.551724137931034,0.53448275862069,0.603448275862069,0.620689655172414,0.586206896551724,0.551724137931034,0.620689655172414,0.637931034482759,0.724137931034483,0.689655172413793,0.620689655172414,0.655172413793103,0.706896551724138,0.655172413793103,0.672413793103448,0.724137931034483,0.689655172413793,0.637931034482759,0.655172413793103,0.775862068965517,0.689655172413793,0.758620689655172,0.706896551724138,0.741379310344828,0.793103448275862,0.689655172413793,0.724137931034483,0.810344827586207,0.758620689655172,0.775862068965517,0.844827586206897,0.775862068965517,0.810344827586207,0.793103448275862,0.879310344827586,0.879310344827586,0.810344827586207,0.827586206896552,0.793103448275862,0.827586206896552,0.775862068965517,0.844827586206897,0.862068965517241,0.844827586206897
